statement_id,statement,true_verdict,most_common_verdict,consistency_rate,accuracy_rate,entropy,unique_verdicts,distribution
321,"""Obamacare is so flat-out unpopular, that even the Obama administration chose to reject part of Obam...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
322,"Says the U.S. election system is ""rigged.""...",pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
323,"""In this judicial race, special interest groups have demanded money from me, in exchange for endorse...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
324,"""Deepwater's own testimony . . . is they said they'll create six jobs.""...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
325,"""Trey Radel does not even qualify to drive a Lee County school bus at this point, yet he occupies a ...",true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
326,"Under energy efficiency legislation sponsored by U.S. Sen. Jeanne Shaheen, ""federal bureaucrats coul...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
327,"""There's never been a (U.S. Supreme Court) vacancy in the last, I think, 30 years, lasting longer th...",true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
328,"""The average age a child is trafficked into the commercial sex trade industry is between 11 and 14 y...",half-true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
329,"""215 members of Congress just voted to let your ISP spy on what type of underwear you buy and sell t...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
330,The health care reform bill -- on Page 16 -- outlaws private insurance....,pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
331,"""Italian Parliament Calls For The Arrest of Bill Gates""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
332,"Says Rep. Kyrsten Sinema supported a bill that is ""essentially encouraging child trafficking.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
333,"China is or soon will be ""the largest English-speaking nation"" in the world....",half-true,mostly-false,0.7333333333333333,0.0,0.8366407419411672,2,"{'mostly-false': 11, 'false': 4}"
334,Says Mitt Romney has changed his position on supporting the TARP program....,false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
335,"""CDC announces that ordinary (non-N95) masks (which most people are wearing) will do nothing to prot...",false,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
336,"It’s legal to ""sign a recall petition (against Gov. Scott Walker) even if you have already signed an...",true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
337,"""We closed that plant down. It was a $27 million-dollar plant, operating full steam, and we closed i...",true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
338,"""Religious groups like Knights of Columbus have been forced to allow same-sex marriage ceremonies in...",pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
339,"Says Republican candidates in Oregon are ""advocating violence"" against gays....",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
340,"A facial recognition firm ""confirmed antifa infiltrated the Trump rally in D.C.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
341,"""The Canadian government threatens to fire any government employee who uses ‘Let's Go Brandon’ in co...",pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
342,"Says Bernie Sanders opposes ""requiring all children to have a K-12 education.""...",false,mostly-false,0.6666666666666666,0.0,0.9182958340544896,2,"{'half-true': 5, 'mostly-false': 10}"
343,House Republicans who complained they didn't have enough time to consider a constitutional ban again...,true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
344,A bike a boy chained to a tree in Washington state in 1914 is now a fallen soldier memorial....,false,half-true,0.6666666666666666,0.0,0.9182958340544896,2,"{'half-true': 10, 'mostly-false': 5}"
345,"A space shuttle the National Museum of the United States Air Force near Dayton would be ""within a da...",half-true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
346,"""Wisconsin does not have a deficit. Thanks to Republican reforms, the 2014 budget will begin with a ...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
347,"While she was mayor, Lois Frankel took a ""police helicopter ride to go to a dinner party.""...",half-true,mostly-false,0.8666666666666667,0.13333333333333333,0.5665095065529053,2,"{'mostly-false': 13, 'half-true': 2}"
348,"Despite President Barack Obama's promise to cut healthcare costs, ""the average cost of a family poli...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
349,"""Jason Aldean gig canceled after he sells out to liberals on ‘SNL’.""...",pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
350,"""We have record bankruptcies in farming country.""...",mostly-false,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
351,"$50,000. That's what every child owes today because Washington politicians have run up a huge spendi...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
352,Starting in March if you travel outside of the United States you won’t be allowed back in the countr...,false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
353,"""Want a healthy, happy baby? Skip the Well Baby visits. They… make your baby sick.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
354,Says a photo shows Bill Clinton and Christine Blasey Ford posing for a camera and smiling together....,pants-fire,false,1.0,0.0,0.0,1,{'false': 15}
355,"""Fox admits they lie"" and, under the First Amendment, ""have the right to lie or deliberately distort...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
356,Says wearing face masks is more harmful to your health than going without one....,false,false,1.0,1.0,0.0,1,{'false': 15}
357,"Says Gov. Ron DeSantis ""just signed legislation requiring students, faculty and staff at Florida’s p...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
358,"Says Milwaukee County Executive Chris Abele is a ""billionaire.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
359,Says the claim that 40 percent of guns are sold without background checks traces to information gath...,half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
360,"Says, ""In the last four years we’ve cut $36 million in ongoing revenue.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
361,"People who are vaccinated for the coronavirus ""cannot spread it to you.""...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
362,"""Mass shootings went up 200 percent in the decade after the assault weapons ban expired.""...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
363,Masks have negative impacts on 68% of children....,false,mostly-false,0.8,0.2,0.7219280948873623,2,"{'false': 3, 'mostly-false': 12}"
364,"When it comes to transportation funds, Georgians spend more in taxes and on red tape than they get b...",half-true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
365,"Says President Donald Trump ""signs a visa-free travel policy"" for Ghana and Malawi....",pants-fire,false,1.0,0.0,0.0,1,{'false': 15}
366,Says Nick Kahl made it harder for many families to cover basic health care expenses....,mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
367,"""The President wants to cut 3 MILLION people from SNAP, including children, seniors and veterans.""...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
368,"Says Haley Stevens’ plan for ""socialized medicine"" would ""eliminate 100,000 doctors and nurses.""...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
369,"""Again today (Ahmadinejad) made light of 9/11, and said that he's not even sure it happened and that...",true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
370,"""Even if you took literally every single ounce of platinum in the world, it still wouldn’t add up to...",true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
371,"""If you are a federally licensed gun dealer and your license is revoked because you've engaged in mi...",true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
372,"A national paid leave program ""would potentially put into the economy $21 billion dollars annually.""...",mostly-false,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
373,"""Most young Americans right now, they’re not covered"" by health insurance....",false,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
374,"""The child tax credit, if we don't do it, there will be no tax relief for working families. How much...",mostly-true,mostly-true,1.0,1.0,0.0,1,{'mostly-true': 15}
375,An account of attacks in Benghazi written by former White House press secretary Dee Dee Myers shows ...,pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
376,"""Roy Cooper won't say how he will pay for ‘free’ college tuition.""...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
377,Says she was the first in her family to go to a four-year college....,pants-fire,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
378,"""Since passage of the Tax Cuts and Jobs Act, Walmart 'increased their starting wage to $11/hr & has ...",true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
379,"""The Russian army captured the U.S Major General Roger L. Cloutier Jr. … in the besieged Ukrainian A...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
380,"""There is no evidence that poor people abuse drugs more frequently than any other socio-economic gro...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
381,"""Portland Schools spend $500K to deem PB&J sandwiches racist.""...",pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
382,"""The city of Houston now has more debt per capita than California.""...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
383,"Says Obama has ""doubled the stock market from where we started when he was sworn into office""...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
384,"Says Chris Koster ""opposes right-to-work efforts because he has taken $8 million from ‘union bosses....",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
385,"Says Alex Sink supported ""more taxes on water and TV.""...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
386,"""More than half of our unemployed Ohioans have been out of work for six months or more.""...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
387,"""Every major study that has been done by a legitimate group ... shows that there are hundreds of tho...",false,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
388,"Bill White ""is discriminating. He's taking jobs from African Americans and giving them to his friend...",pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
389,"""McDonald’s hamburgers are only 15 percent ‘real beef.’ The other 85 percent is meat filler cleansed...",pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
390,"""Congresswoman Ros-Lehtinen has long record of voting against VA backlog fixes.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
391,Says Texas ranks among the nation’s top five states for its high school graduation rate....,true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
392,"Voter turnout for some groups in the 2008 presidential general election in Georgia ""was far greater ...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
393,"""Trump approval rating better than Obama and Reagan at same point in their presidencies.""...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
394,"""The New England Journal of Medicine released a survey the week that President Obama signed Obamacar...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
395,"The Biden administration ""gifted the Taliban with $80 billion-plus"" in military-grade weapons but no...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
396,"Says when armed civilians stop mass shootings with guns, an average of 2.5 people die; otherwise, an...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
397,"""A lot of the problems with forest fires ... is because of bad policy (not to clear out the forests)...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
398,"A member of the redistricting commission proposed in Issue 2 ""could accept a bribe from somebody"" an...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
399,"""29 mass shootings have been committed by concealed carriers since 2007, while during this period on...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
400,"Republicans didn't ""increase state funding for nursing homes in the last budget.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
401,"""We have the highest corporate tax rate in the world. It’s 35 percent.""...",true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
402,"""Given the results of the primary, the vote of one New Hampshire superdelegate is equal to the votes...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
403,"""As the world rallies around Ukraine, Mike Lee was one of only two senators to oppose sanctions on P...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
404,"Says Kamala Harris said there will be ""a federal tax on your home for reparations.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
405,"When it comes to urgency on passing a budget repair bill, ""there’s no rush on this thing"" because th...",mostly-false,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
406,"""Myanmar used Dominion Voting Systems.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
407,"""There have been 44 plans submitted affecting 90 school districts. And the Scott administration has ...",false,mostly-true,0.5333333333333333,0.0,0.9967916319816366,2,"{'mostly-true': 8, 'mostly-false': 7}"
408,"The Republican Party has ""21 percent party ID and shrinking.""...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
409,A retired U.S. Army sergeant faces life in prison for killing two Syrian refugees after discovering ...,false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
410,"The Republicans ""still want to privatize (Social Security). In fact, their whole idea is to turn ove...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
411,"""What I have put forward does not add a penny to the debt.""...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
412,"""Roadside bombs are responsible for 70 percent of casualties in Iraq and these new mine-resistant ve...",mostly-true,mostly-true,1.0,1.0,0.0,1,{'mostly-true': 15}
413,"""Welcome to #Houston, the most #diverse city in #America.""...",mostly-true,mostly-true,1.0,1.0,0.0,1,{'mostly-true': 15}
414,"Says GOP primary opponents Glenn Grothman and Joe Leibham cast a ""compromise vote that cost $788 mil...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
415,"""Suez Canal blocked by huge container ship named Evergreen. Evergreen shipping is most likely a cove...",pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
416,"The poverty rate in West Virginia ""was 19.1 percent, the fourth-highest in the country.""...",true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
417,"Says ""for the first time ever,"" Texas lawmakers are not funding student population growth....",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
418,"John McCain ""voted against the tax cuts of 2001 and 2003, wrongly claiming they helped only the rich...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
419,"The House Zika bill ""limits access to birth control services needed to help curb the spread of the v...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
420,"""An independent analysis shows that payments for cancer care will be slashed by close to 45% causing...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
421,You must list all your guns on your 2010 tax return....,pants-fire,false,1.0,0.0,0.0,1,{'false': 15}
422,"Between 27,000 and 200,000 Wisconsinites were ""turned away"" from the polls in 2016 due to lack of pr...",pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
423,"""Manufacturing is having its best employment year in almost 15 years.""...",mostly-true,mostly-true,1.0,1.0,0.0,1,{'mostly-true': 15}
424,"""Under the Tax Cuts and Jobs Act, the average American family of four will receive a $1,182 tax cut....",mostly-true,mostly-true,1.0,1.0,0.0,1,{'mostly-true': 15}
425,"""The national economy was strong in its largest expansion of private sector jobs before President Tr...",true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
426,"Sherrod Brown ""gave huge bonuses to executives.""...",pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
427,"""At nearly 19 million people, the population of Florida is larger than all the earlier primary and c...",true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
428,"""We spend more money on antacids than we do on politics.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
429,"Says the federal government is spending $765,828 to subsidize ""pancakes for yuppies"" in Washington....",half-true,pants-fire,1.0,0.0,0.0,1,{'pants-fire': 15}
430,"A photo shows two men on the run who pretend to be homeless and then ""attack and rob you.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
431,"A cap-and-trade plan promoted by Barack Obama would hit hardest ""those already struggling to make en...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
432,Photo shows Joe Biden asleep at his desk....,false,false,1.0,1.0,0.0,1,{'false': 15}
433,"The United States had ""allies lined up"" for air strikes in Syria and then Obama ""pulled the rug out....",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
434,"Of ""30,000 individuals arrested a year for crimes that are 16 or 17, over 95 percent of them do not ...",mostly-true,mostly-true,1.0,1.0,0.0,1,{'mostly-true': 15}
435,"In Chicago, which has the toughest gun laws in the United States, probably you could say by far, the...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
436,"The Bush tax cuts ""created about 8 million jobs over the first 10 years that they were in existence....",false,mostly-true,0.8666666666666667,0.0,0.5665095065529053,2,"{'mostly-true': 13, 'mostly-false': 2}"
437,"List shows ""1,000 peer reviewed studies questioning COVID-19 vaccine safety""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
438,"Says he ""opposed $716 billion cut to Medicare.""...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
439,Says the Trump administration transferred $10 million from FEMA to ICE....,true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
440,"John Kasich says he won, despite ""12 visits by a president, somewhere between $45 (million) and $50 ...",half-true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
441,"The Free Flow of Information Act of 2009 ""would guarantee Barack Obama will never be held accountabl...",pants-fire,pants-fire,1.0,1.0,0.0,1,{'pants-fire': 15}
442,"The property appraiser's budget ""is $1 million less today than when I took office 16 years ago.""...",true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
443,"""Lake Erie supports nearly 10 percent of Ohio's jobs and generates $750 million in state and local t...",mostly-true,mostly-true,1.0,1.0,0.0,1,{'mostly-true': 15}
444,"""Germany: 96% of Latest Omicron Patients were FULLY Vaccinated – Only 4% Unvaccinated""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
445,Says Donald Trump is breaking a campaign pledge to bring manufacturing jobs back to Wisconsin and Pe...,mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
446,"""When he (Donald Trump) asked Florida to have casino gambling, we said no.""...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
447,"Says 44 senators ""voted NOT to send stimulus checks.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
448,A video shows Joe Biden lost and confused on stage....,pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
449,"Under the House health care bill, Medicaid spending ""actually goes up 20 percent over the next 10 ye...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
450,"""163 paid protesters just filed a lawsuit against George Soros for not paying their bail.""...",pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
451,"Say that according to the Los Angeles Times, ""95% of warrants for murder in Los Angeles are for ille...",pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
452,Herd immunity is probably why California has far fewer COVID-19 deaths than New York....,false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
453,"""Closing the tobacco loophole would save Missouri taxpayers $50,000,000""...",true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
454,"When George W. Bush was governor of Texas, ""the percentage uninsured went down."" Under his successor...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
455,A video shows the Russian warship Moskva exploding....,false,true,1.0,0.0,0.0,1,{'true': 15}
456,"Wayne Powell has a ""stated position of having no objection to taking `In God We Trust"" off of U.S. c...",true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
457,"The House of Delegates budget bill ""cuts $50 million from education.""...",true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
458,"""A study by the National Economics Research Association showed that the (Paris climate) deal could c...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
459,"""Pete Buttigieg claims Bible says babies can be aborted ‘up to their first breath.’""...",false,half-true,0.6666666666666666,0.0,0.9182958340544896,2,"{'half-true': 10, 'mostly-false': 5}"
460,"In the ""do-nothing Senate,"" there are 352 House bills ""sitting on Harry Reid’s desk awaiting action,...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
461,"""Republicans in the General Assembly cut teacher pay so much when they took over in 2011 that even w...",mostly-false,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
462,"Under Barack Obama, the U.S. now has the ""lowest workforce since (President Jimmy) Carter.""...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
463,"""Under President Obama, U.S. security funding for Israel is at an all-time high.""...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
464,Omicron 'hysteria' was timed so that it would coincide with and distract from the Ghislaine Maxwell ...,pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
465,"Arkansas Democratic congressional candidate Chad Causey ""was a Washington, D.C. bureaucrat.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
466,"""I think [a little] less than half of the people in our prisons are in there for less than a year.  ...",true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
467,Says U.S. Senate candidate Eric Hovde has ‘no problem with raising taxes.’...,mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
468,"In 2013, the United States ""accepted 67 percent of the world’s refugees.""...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
469,"""Unemployment now pays $24/hour, even if your wages were lower. Why don’t ‘essential’ people forced ...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
470,"""We have a host of issues associated with high B.M.I.s. But correlation doesn’t prove causation, and...",mostly-false,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
471,"Says President Barack Obama’s recent New York fundraising trip ""cost between $25 million and $50 mil...",pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
472,"Says Jon Huntsman supports changes in Medicare that would deny guaranteed benefits to 980,000 New Ha...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
473,Video shows man diving off a high bridge and into a swimming pool on a moving boat....,false,false,0.5333333333333333,0.5333333333333333,1.3995812306460644,3,"{'false': 8, 'mostly-false': 5, 'half-true': 2}"
474,"""What did Joe Manchin say about civility? Today, he said he wanted to ‘beat the living crap out of’ ...",mostly-true,half-true,1.0,0.0,0.0,1,{'half-true': 15}
475,"""The Arab and the Muslim nations get twice as much money as Israel.""...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
476,"All members of Congress are required to be in Obamacare, but Obama and members of his administration...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
477,"The 5-4 decisions the Supreme Court reaches ""are going up.""...",false,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
478,"""Minnesota has passed and Indiana has passed"" right to work laws making union membership and dues op...",half-true,mostly-false,0.8666666666666667,0.0,0.5665095065529053,2,"{'mostly-false': 13, 'mostly-true': 2}"
479,"""New Jersey's citizens are working at the highest rate in three years.""...",false,mostly-false,0.8,0.0,0.7219280948873623,2,"{'mostly-false': 12, 'mostly-true': 3}"
480,"""SHOCK REPORT: Senator McCaskill BUSTED Funneling Millions of Tax Dollars to Her Hubby.""...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
481,"After Ronald Reagan cut taxes in 1981 the U.S. enjoyed ""exponential growth.""...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
482,"Says Erv Nelson voted ""yes on the pro-amnesty SJR 21, a bill urging Congress to provide citizenship ...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
483,"The Dow Jones Industrial Average ""jumped 1000 points in last 5 weeks, Record fastest 1000 point move...",true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
484,"""Cuomo opens New York 72 hours before his daughter's wedding.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
485,"The  Georgia Department of Economic Development assisted with the creation of 28,776 jobs, an increa...",half-true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
486,"Says a car driving former University of Missouri System President Tim Wolfe ""ran through the student...",mostly-false,half-true,0.6,0.4,0.9709505944546686,2,"{'half-true': 9, 'mostly-false': 6}"
487,"""Foxconn is bringing 13,000 high-tech jobs to Wisconsin.""...",half-true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
488,"""Six states can't get the votes counted. Six states in which @realDonaldTrump is leading. Six states...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
489,"Retired U.S. presidents and members of Congress collect full salaries ""for life.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
490,"""America has more governors who’ve worn blackface than black governors.""...",true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
491,"Legislators are ""ramming through a provision that’ll make investigations like #NC09 less transparent...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
492,"The average person ""will pay $6,000 more a year"" under Rep. Paul Ryan's Medicare proposal....",true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
493,"Because of violence spreading from Mexico, ""you’ve got bullets hitting the city hall in El Paso. You...",half-true,false,0.8,0.2,0.7219280948873623,2,"{'false': 12, 'half-true': 3}"
494,"""Of all the jobs President Obama claims to have created since he started, only 38.5 percent are wome...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
495,"Says she ""voted for a statewide fracking ban.""...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
496,"""President-elect Biden steps down as president-elect.""...",pants-fire,false,1.0,0.0,0.0,1,{'false': 15}
497,"Michigan election bills are ""designed to make it easier for people to vote.""...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
498,"Says Democratic opponent is ""too Republican to stand up for us.""...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
499,"""A $250 fine if you're caught with a plastic bag coming out of a store. Plastic bag police anyone?""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
500,"Four years after Gov. Andrew Cuomo promised universal pre-K, ""79 percent of 4-year olds outside New ...",mostly-true,mostly-true,1.0,1.0,0.0,1,{'mostly-true': 15}
501,"""DEVELOPING: Kamala’s sister takes hydroxychloroquine.""...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
502,"""By 2006, the American people were overwhelmingly against the Iraq War.""...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
503,"""Already we've identified $2 trillion in deficit reductions over the next decade.""...",mostly-false,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
504,"Florida ""unemployment has dropped more than 2 percentage points, down from 12 percent to 9.9 percent...",true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
505,"""We did not even have a federal income tax in this country until 1913.""...",half-true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
506,"""Trump: ‘I am sending troops to South Africa and they will not leave until the killing stop and the ...",pants-fire,false,1.0,0.0,0.0,1,{'false': 15}
507,"""Virginia women are paid 80 cents for every dollar paid to Virginia men.""...",true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
508,"""Usually it's about $900 a month to get health coverage. (Florida's program has) reduced that, on av...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
509,"""Anybody who is familiar with the historical data from the IRS knows that raising income tax rates w...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
510,Regulations on developers have thwarted construction on county-owned land in Milwaukee’s downtown Pa...,mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
