statement,true_verdict,predicted_verdict,prediction_set,set_size,is_covered,trial
Says Joe Biden “will destroy your protections for pre-existing conditions.”,pants-fire,false,"['mostly-false', 'false', 'pants-fire']",3,True,3
"""Not one dime of the tax cut that they are going to enact with the repeal of Obamacare will go to people who make under $200,000.""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
"""Polls show that Floridians don't want to repeal the Affordable Care Act.""",mostly-false,false,"['mostly-false', 'false', 'pants-fire']",3,True,3
"""Health care is the greatest contribution to spending increases in the state budget.""",true,true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,3
"""All the Democrats on the entire stage — every Democratic candidate said they want to give free health care to illegals.""",mostly-false,false,"['mostly-false', 'false']",2,True,3
"Wisconsin is ""not walking away from a dime"" in federal funds by rejecting the Obamacare Medicaid expansion.",mostly-false,mostly-false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,3
"""This administration is slashing the Navy to pay for more Obamacare.""",pants-fire,false,"['mostly-false', 'false', 'pants-fire']",3,True,3
"Domestic violence ""is seen as a pre-existing"" health condition and ""women had to pay 50 percent more for health care because of gender ratings,"" but under Obamacare, ""all of that is over.""",half-true,half-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,3
"Says Dean Heller ""broke that promise"" to protect expanded Medicaid.",half-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
"Says President Barack Obama’s health care law is ""expected to destroy 2.3 million jobs.""",mostly-false,false,"['mostly-false', 'false', 'pants-fire']",3,True,3
"""Since the passage of the Affordable Care Act, U.S. health care spending grew at 3.9 percent for the last three years, the lowest growth rate in over 50 years.""",half-true,half-true,"['mostly-true', 'half-true', 'false']",3,True,3
"Says Illinois Democrat David Gill ""would end Medicare.""",pants-fire,false,"['mostly-false', 'false', 'pants-fire']",3,True,3
"U.S. Rep. John Barrow’s plan ""puts the IRS in charge of your health care.""",mostly-false,false,"['half-true', 'mostly-false', 'false']",3,True,3
"U.S. Rep. Alan Grayson ""compared a former vice president to a vampire ... and compared America's health care system to the Holocaust.""",mostly-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,3
"Planned Parenthood is ""the only health care that a significant number of women get. About 30 percent of women, that's their health care.""",pants-fire,false,"['mostly-false', 'false']",2,False,3
"""Defensive medicine costs Georgia up to $14 billion a year.""",half-true,half-true,"['mostly-true', 'half-true', 'false']",3,True,3
"About two-thirds of Medicaid beneficiaries are children, but they account for one-third of the program’s cost, while one-third are elderly, and they account for two-thirds of the cost.",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
"""If we went back to the obesity rates that existed in 1980, that would save the Medicare system a trillion dollars.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,3
"Says that Sherrod Brown ""voted to cut Medicare by over $500 billion in order to fund government-run health care.""",false,false,"['mostly-false', 'false']",2,True,3
Says Joe Biden “will force Americans to pay for abortion — on demand — up to birth.”,mostly-false,false,"['mostly-false', 'false', 'pants-fire']",3,True,3
"""Here in Wisconsin, we've put in previous budgets more money into mental health services than any governor has in the last 25 years.""",true,true,['true'],1,True,3
"""We now have about one-third of New York’s population on Medicaid.""",true,true,"['true', 'false']",2,True,3
"Says her congressional district has 10,000 medical-device industry jobs and 1,000 will be lost because of health-care law tax.",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,3
"""A single mother of two can’t qualify for basic healthcare through Medicaid if she makes more than $3,504 dollars a year.""",mostly-true,false,"['mostly-false', 'false', 'pants-fire']",3,False,3
"""There’s no strings attached to that money that we’d be getting as an incentive to expand Medicaid.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,3
"""Under the president's plan, he cuts Medicare by $716 billion, takes that money out of the Medicare trust fund and uses it to pay for Obamacare.""",half-true,false,"['half-true', 'mostly-false', 'false']",3,True,3
Volunteer firefighters and communities they serve in Georgia and elsewhere are being devastated by Obamacare.,half-true,false,"['half-true', 'mostly-false', 'false']",3,True,3
“Small trials” to test convalescent plasma therapy for coronavirus patients “seem to have had some degree of success.”,true,true,"['true', 'mostly-true']",2,True,3
"John McCain's health care plan ""leaves you on your own to pay McCain’s health insurance tax.""",mostly-false,false,"['half-true', 'mostly-false', 'false']",3,True,3
"Every family health insurance policy has ""a $900 hidden tax"" to subsidize health care costs of the uninsured.",true,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,3
"""More than half of Planned Parenthood facilities are in rural or medically underserved areas.""",true,true,['true'],1,True,3
"“Brian Thompson, the CEO of UnitedHealthcare, was set to testify against Nancy Pelosi for insider trading.”",false,false,"['false', 'pants-fire']",2,True,3
"""We know how to stop AIDS: persuade men not to have sex with men.""",pants-fire,false,"['false', 'pants-fire']",2,True,3
"""Protections on pre-existing conditions have been there since the 1970s.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,3
"""Back door gun control is in full effect in the United States"" due to ""Obama’s Environmental Protection Agency.""",pants-fire,false,"['mostly-false', 'false', 'pants-fire']",3,True,3
Benadryl can be used to reduce swelling from rattlesnake bites.,false,false,"['false', 'pants-fire']",2,True,3
"She ""led the fight to stop health insurance rate hikes and saved Rhode Island families over $150 million.""",half-true,half-true,"['mostly-true', 'half-true']",2,True,3
"“The CDC is about to add the COVID vaccine to the childhood immunization schedule, which would make the vax mandatory for kids to attend school.”",mostly-false,false,"['mostly-false', 'false', 'pants-fire']",3,True,3
"Says U.S. Senate rival Tommy Thompson said he wants to ""do away with Medicare.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,3
"""Over 300K home owner suicides attributed to foreclosures.""",pants-fire,false,"['false', 'pants-fire']",2,True,3
"The cost of ""health care is now the single-biggest factor driving down"" the federal budget deficit.",mostly-true,true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,3
"Says Mitt Romney, as governor of Massachusetts, ""put into place socialized medicine.""",pants-fire,false,"['mostly-false', 'false', 'pants-fire']",3,True,3
"Sixteen thousand new Internal Revenue Service agents will be ""empowered to enforce"" the new health care legislation.",mostly-false,false,"['half-true', 'mostly-false', 'false']",3,True,3
Missouri’s attorney general has a website “where people can report trans individuals and the people who help them.”,mostly-true,false,"['mostly-false', 'false', 'pants-fire']",3,False,3
"Milwaukee County government employees pay ""much more"" for their health care than City of Milwaukee or State of Wisconsin employees.",half-true,half-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,3
"An independent payment advisory board created by the health care reform law ""can ration care and deny certain Medicare treatments.""",pants-fire,false,"['mostly-false', 'false', 'pants-fire']",3,True,3
"""Doctors kill about 250,000 people a year in botched surgeries.""",false,false,['false'],1,True,3
Says Elissa Slotkin’s plan is to take Medicare away from current senior recipients.,false,false,"['mostly-false', 'false', 'pants-fire']",3,True,3
Health insurance costs for Floridians are up 30 percent or more.,mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
"The Democrats' health care bills would end ""the denial of ... coverage to those who have a pre-existing condition,"" while the Republican bill would not.",mostly-true,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,3
Says gubernatorial candidate Rebecca Kleefisch “worked with Scott Walker to sign five abortion restrictions into law that took away services and threatened doctors with prison time for providing safe and legal abortions.”,true,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,3
"""Romneycare covers abortion, illegal immigrants and has a public option. Obamacare does not.""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
"""A government panel that didn't include cancer specialists says women shouldn't  receive mammograms until age 50...If government takes over health care,  recommendations like these could become the law for all kinds of diseases.""",pants-fire,false,"['true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,3
"Thanks to the American Rescue Plan’s changes to the Affordable Care Act, “four out of five consumers (are) finding quality coverage for under $10 a month.”",mostly-false,false,"['half-true', 'mostly-false', 'false']",3,True,3
"""Seventy percent of all uninsured live in households in which at least one person is working.""",true,half-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,3
"""There were 36 states where Republicans who were in charge refused to implement a state (health insurance) exchange.""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
"In the House Republican health care bill, ""we’re expanding women’s access to health services by redirecting Planned Parenthood dollars to community health centers, which vastly outnumber Planned Parenthood clinics.""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
"Says Texas has been waiting for two years for the federal government to act on a proposal to allow the state to ""create insurance opportunities for those that are uninsured today.""",false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,3
Says Obama administration delay of health care law's employer mandate affects about 1 percent of the American workforce.,mostly-true,true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,3
"Rhode Island spends ""52 percent more per capita on human service programs than the national average.""",true,true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,3
"""Romneycare … is a top-down, government-run health care system.""",mostly-false,false,"['mostly-false', 'false']",2,True,3
"Health care reform: ""Everything about it is going to raise costs, raise taxes and lower the quality of health care.""",false,false,"['half-true', 'mostly-false', 'false']",3,True,3
"""In the health care bill, we're now offering insurance for dogs.""",pants-fire,false,"['false', 'pants-fire']",2,True,3
"“Over 130 legislators in this chamber have endorsed legislation that would bankrupt our nation by providing free taxpayer-funded health care to millions of illegal aliens, forcing taxpayers to subsidize free care for anyone in the world who unlawfully crosses our borders.""",half-true,false,"['mostly-false', 'false']",2,False,3
"California’s single-payer healthcare proposal would ""force seniors off of Medicare.""",half-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
"""For every Kentuckian that has enrolled in Obamacare, 40 have been dropped from their coverage.""",pants-fire,false,"['false', 'pants-fire']",2,True,3
"""By one leading measure, what business owners pay out in wages and salaries is now finally growing faster than what they spend on health insurance"" for the first time in 17 years.",mostly-true,true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,3
"Because of the federal health care law, ""300,000 health plans canceled"" in Florida.",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
"""Eight in 10 people this year can find plans for $75 a month or less.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,3
"A mailer from the Obama campaign ""accurately indicates"" that Hillary Clinton would ""force uninsured people to buy insurance, even if they can't afford it.""",half-true,half-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,3
Says real estate taxes were put in place to pay for Obamacare.,mostly-false,false,"['mostly-false', 'false', 'pants-fire']",3,True,3
"""Romneycare has … killed 18,000 Massachusetts jobs.""",mostly-false,false,"['mostly-false', 'false', 'pants-fire']",3,True,3
"Says North Carolina Republican Senate candidate Thom Tillis ""supports a plan that would end Medicare as we know it.""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
"Missouri ""is leading the country when it comes to improving services for mental and behavioral health. Innovation is happening right here.""",mostly-true,true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,3
"Under the new health care law, ""if a landscaper wants to buy a new lawnmower, or a restaurant needs a new ice-maker, they have to report that to the feds.""",true,false,"['mostly-false', 'false', 'pants-fire']",3,False,3
"Says he ""got lobbied"" by a woman with late-stage cancer about vaccinating Texas girls against a virus that can cause cervical cancer.",false,false,"['true', 'mostly-false', 'false']",3,True,3
"He ""stood up to Barack Obama by passing legislation that prevents you from being forced to join government health plans or buy health insurance against your will.""",half-true,half-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,3
"Blue Cross’ new  $90-million Providence headquarters ""was outfitted with $25 million in  decor.""",pants-fire,false,"['mostly-false', 'false', 'pants-fire']",3,True,3
"Patrick Murphy voted for Obamacare in 2010, ""yet he reversed himself and voted to delay"" the employer mandate and the individual mandate.",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
"""The insurance companies are making that choice (to cancel or change policies), not the president.""",mostly-false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,3
The health care law includes tort reform.,false,false,"['mostly-false', 'false']",2,True,3
"""75 percent of the Obamacare tax falls on the middle class.""",false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
"""George Holding has voted 13 times to deny Kevin, and the 300,000 people like him in the 2nd Congressional District, coverage"" for their pre-existing conditions.",mostly-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,False,3
"When President Franklin D. Roosevelt started Social Security, ""it only affected widows and orphans,"" and when Medicare began, ""it was a small program.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,3
"""In many instances, (people's) health care costs are more than their mortgage costs or their rent, which, by the way, is a first in American history.""",mostly-false,false,"['mostly-false', 'false', 'pants-fire']",3,True,3
"""The new beverage tax will increase the cost of sodas, juice drinks, sports drinks, iced teas, and flavored water up to 50%.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,3
"""I just want to assure [you] we're not talking about cutting Medicare benefits.""",half-true,half-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,3
"""Millions of dollars are spent by Planned Parenthood to elect Democrats to the House of Representatives and the Senate.""",mostly-true,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,3
"Says he ""turned down a Medicaid expansion under Obamacare,"" but because of actions he took, for the first time in Wisconsin's history ""everyone living in poverty is covered under Medicaid.""",mostly-true,mostly-false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,3
"Under the American Health Care Act ""people with pre-existing conditions are protected.""",mostly-false,false,"['mostly-false', 'false']",2,True,3
"""Mike Pence voted against expanding the Children’s Health Insurance program, which Hillary helped to start.""",mostly-true,false,"['true', 'half-true', 'mostly-false', 'false']",4,False,3
"""Within the three miles surrounding the University Circle area, infant mortality exceeds some Third World countries.""",true,true,['true'],1,True,3
"Says Florida refused to allow the insurance commissioner to ""negotiate lower rates with companies or refuse rates that are too high"" under Obamacare.",true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,3
"""Under (Rick Perry’s) watch as governor, over six million Texans have no health care coverage, including one million children, homeowners suffer from the highest insurance rates in the country, and college tuition has skyrocketed 136 percent.""",half-true,half-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,3
"""If you go to every hospital in this country and you ask them one question, which is, ‘How would it have been for you last year if every one of your bills were paid at the Medicare rate?’ Every single hospital administrator said they would close.""",false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
"Governing magazine has ""estimated that in the states that don’t expand Medicaid, a minimum, they said of 40 percent of rural hospitals will close in those states...""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,3
"An Iowa policy ""provides for a state round up of Iowa citizens who might be exposed to the swine flu virus.""",false,false,"['false', 'pants-fire']",2,True,3
"The medical marijuana ballot initiative ""doesn’t require a physician writing a prescription"" and can be for conditions like ""having a back that needs to be scratched.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,3
"""The White House removed its climate change web page. And the healthcare, civil rights and LGBT sections.""",mostly-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,False,3
"Sen. Jack Reed ""cast the deciding vote in the Senate for the Affordable Care Act.""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
"""Under the Baucus bill ... federal funds would subsidize coverage of elective abortions.""",false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
"About a federal hospital price transparency requirement, “Nobody’s enforcing that law.”",half-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,3
"""There are still more people uninsured today than when Obama was elected president.""",half-true,false,"['half-true', 'mostly-false', 'false']",3,True,3
"""Canadian middle class incomes are now higher than in the United States. They are working fewer hours for more pay, … living longer on average, and facing less income inequality.""",mostly-true,true,"['true', 'mostly-true', 'half-true', 'false']",4,True,3
"""Blue Cross Blue Shield pays your doctor a $40,000 bonus for fully vaccinating at least 100 patients under the age of two.""",false,false,['false'],1,True,3
"Because of the new health care law, ""17 million kids can no longer be denied for a pre-existing condition.""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
"Says Reps. Rush Holt, Frank Pallone and Bill Pascrell are ""willing to jeopardize seniors’ access to coverage by gutting $741 billion from Medicare"" to pay for a ""big-government healthcare takeover.""",pants-fire,false,"['mostly-false', 'false', 'pants-fire']",3,True,3
"""Mayor Bloomberg helped lower the number of uninsured by 40 percent, covering 700,000 more New Yorkers""",true,true,['true'],1,True,3
"""Two-thirds of the top-rated hospitals in Florida were our hospitals.""",mostly-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,3
"""We are the only industrialized nation that relies heavily on a for-profit medical insurance industry to provide basic health care.""",mostly-true,mostly-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,3
"“The true nature of cancer is a parasite, hence why, Ivermectin, in conjunction with mebendazole, and (fenbendazole) is so effective.”",false,false,"['false', 'pants-fire']",2,True,3
"""The vast majority of people that got insurance under President Obama's Obamacare, the Affordable Care Act, got it through Medicaid.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,3
"Despite President Barack Obama's promise to cut healthcare costs, ""the average cost of a family policy is up $1,300.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,3
"Obamacare medical device tax ""has led to the loss of thousands of jobs"" in U.S.",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,3
"""The vast majority of people in this country are keeping their (health insurance) plan.""",mostly-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,False,3
"""The American people will be appalled to learn the health care bill exempts (congressional) leadership and committee staff.""",mostly-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,3
"""What Congress is considering would cut money that vulnerable patients rely on the most. That means seniors, children and Americans who rely on Medicaid would be hurt. … Tell Congress we can end surprise billing without shredding the safety net.""",false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,3
"""Live cats have holes drilled into their skulls,"" posts put into their heads and coils put into their eyes, and some have had their ears cut off or are intentionally deafened or starved at UW-Madison labs that do research to improve hearing in humans.",half-true,false,"['half-true', 'mostly-false', 'false']",3,True,3
"The president's health care proposals will cause ""most Americans to have their premiums increased, not decreased, and hundreds of millions of people lose their current insurance coverage.""",pants-fire,false,"['false', 'pants-fire']",2,True,3
"""Of the 25 wealthiest nations, we're the only one that doesn't provide basic health coverage.""",true,false,"['true', 'mostly-false', 'false']",3,True,3
Says the vaccine to prevent HPV can cause mental retardation.,false,false,"['false', 'pants-fire']",2,True,3
"""We’re spending 18 percent of our GDP on healthcare while the average among industrialized countries is closer to 8 percent.""",mostly-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,3
"""The Obama administration ... would impose on every Catholic institution, every Jewish institution, every Protestant institution the Obamacare standard of what you have to buy as insurance.""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
"""The American people support defunding Obamacare and oppose shutting down the government.""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
"""20,000 Kansans lost their health insurance because of (Obamacare).""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,3
"For people with insurance, the only impact of the health care law ""is that their insurance is stronger, better and more secure than it was before. Full stop. That's it. They don't have to worry about anything else.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,3
Says Texas has the most uninsured people of any state -- 6 million.,mostly-false,false,"['mostly-false', 'false']",2,True,3
New provisions of the health care law bar the use of flexible spending accounts and health savings accounts to pay for aspirin and other non-prescription health needs.,true,true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,3
Says Ohio Attorney General Mike DeWine is hypocritical for challenging the constitutionality of the new health care law.,false,false,"['true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,3
Insurance companies and Washington bureaucrats “are working together to swipe $500 billion from Medicare to pay for Pelosi and Schumer’s out-of-control spending spree.”,false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
"""In WI, over 79% of Title X patients rely on Planned Parenthood for their basic health care.""",mostly-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,False,3
"Homeopathy, acupuncture and aromatherapy ""have been given elevated legitimacy under the Affordable Care Act.""",half-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
"Says the Democratic presidential candidates ""support giving illegal immigrants free health care at our expense.""",mostly-false,false,"['half-true', 'mostly-false', 'false']",3,True,3
"Mitch McConnell opposed ""legislation to create and protect Kentucky jobs . . . help for the unemployed. . .  health care for Kentucky's children,"" and ""fair pay for women.""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
"""Nearly 45 percent of the women who receive health screenings through (the Women’s Health Program) do so at a Planned Parenthood health center.""",half-true,half-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,3
"""Under Obamacare, when you turn Medicaid over to the states ... the money will be available up front for the expansion for a few years. Then, the money will go away.""",mostly-false,half-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,3
"""We are the only major country on Earth that doesn't guarantee health care to all people as a right.""",half-true,false,"['true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,3
"""Amy, I looked online at your (health care) plan. It’s two paragraphs.""",false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
Says President Donald Trump “took more than a month to allocate Congress’ emergency funding to tribes — and only did so after tribes sued.”,mostly-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,3
"""Each vegan spares more than 100 animals every year.""",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,3
"Under Obamacare, people who ""have a doctor they’ve been seeing for the last 15 or 20 years, they won’t be able to keep going to that doctor.""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
"Says ""we are overcharging students . . . to help pay for the health care law.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,3
“Anybody that wants a test (for the coronavirus) can get a test.”,pants-fire,false,"['mostly-false', 'false']",2,False,3
"""Obamacare Medical Codes Confirm: Execution by Beheading To Be Implemented in America.""",pants-fire,false,"['false', 'pants-fire']",2,True,3
"Obama ""only wants your children to have health insurance.""",false,false,"['mostly-false', 'false']",2,True,3
"The Democratic health care bill in the House would ""create 53 new government bureaucracies.""",mostly-false,false,"['mostly-false', 'false']",2,True,3
"""Before 1973 it was illegal in the U.S. to profit off of health care.""",false,false,"['half-true', 'mostly-false', 'false']",3,True,3
"Abigail Spanberger ""wants a tax increase of $32 trillion - that’s with a `T,’ to pay for her socialist health care plan.""",false,false,"['false', 'pants-fire']",2,True,3
"Barack Obama's health care plan is ""to mandate health care coverage and have a universal government-run program.""",mostly-false,false,"['mostly-false', 'false', 'pants-fire']",3,True,3
Says Hillary Clinton opposed an individual mandate and favored an employer mandate back in 1993.,mostly-true,false,"['true', 'half-true', 'mostly-false', 'false']",4,False,3
"Says the Medicaid fraud rate in Virginia was ""fact-checked"" and found to be ""0.47 percent.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,3
"""If we had been on 'Obamacare' and a bureaucrat was trying to tell me when I could get that CAT scan, that would have delayed my treatment.""",false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
"The Democrat-backed health care reform plan ""will require (Americans) to subsidize abortion with their hard-earned tax dollars.""",false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
"Says condoms ""used to be tax-exempt here in Texas.""",true,true,"['true', 'false']",2,True,3
"""For people making between $50,000 and $75,000 a year, their taxes are going up about $5,000 because the fact is, they will pay more in new taxes"" for Medicare for All.",mostly-false,false,"['half-true', 'mostly-false', 'false']",3,True,3
"Says Bruce Poliquin ""voted to strip 117,000 Mainers of their insurance.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,3
"Obamacare ""was the Republican plan in the early '90s.""",half-true,false,"['mostly-false', 'false', 'pants-fire']",3,False,3
"""Sen. Bob Menendez voted to enact a new tax on the sale of homes of 3.8%.""",pants-fire,false,"['false', 'pants-fire']",2,True,3
"The government is ""going to have the right to get into your bank account with the health care bill and make transfers without you knowing it.""",mostly-false,false,"['mostly-false', 'false']",2,True,3
"""We pay by far the highest prices in the world for prescription drugs, in some cases 10 times more than the people of any other country.""",half-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,3
"""Two million more people just dropped out of Obamacare. It is in a death spiral.""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
“Tim Sheehy told us his health care plan: ‘We need to return health care to pure privatization.’ That would eliminate Medicare.”,mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,3
Said his mother had to fight with health insurance companies for treatment because of a pre-existing condition.,mostly-false,false,"['mostly-false', 'false']",2,True,3
"Says that even if you have no children, ""under Obamacare, you would still have to carry insurance that covers pediatric, maternity and newborn care even though you do not need it.""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
"""The New England Journal of Medicine released a survey the week that President Obama signed Obamacare stating that over 30 percent of American physicians would leave the profession if the government took over health care.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,3
"""Because of Barack Obama 32 million new people will have healthcare.""",mostly-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,3
"""In Rhode Island, a recent study showed that among a group of people who had been homeless for a year or more, Medicaid costs averaged about $60,000 per person.""",false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
"“Now, as it stands, our health care system has adequate ventilators, ICU beds, medical professionals.”",mostly-false,false,"['mostly-false', 'false', 'pants-fire']",3,True,3
"""Any government-run 'public' plan ... creates an entitlement that will cost another $1 trillion over the next 10 years.""",half-true,half-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,3
"Says Republicans are ""organizing to take people’s health care away.""",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,3
"Page 992 of the health care bill will ""establish school-based 'health' clinics. Your children will be indoctrinated and your grandchildren may be aborted!""",pants-fire,false,"['false', 'pants-fire']",2,True,3
"In Florida, it’s not illegal for an immediate family member of state officials to prosper from legislation supported by a spouse.",true,false,"['mostly-false', 'false', 'pants-fire']",3,False,3
"""We spent twice as much per capita for health care in this country as the next closest nation.""",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,3
"""Marco Rubio voted against funding health clinics that provide critical care during this public health emergency (Zika).""",mostly-false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,3
"""The pharmaceutical industry has 1,400 lobbyists on Capitol Hill right now trying to stop"" Medicare drug price negotiation.",half-true,mostly-false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,3
"The House Republican health care ""plan doesn't get rid of Medicaid expansion.""",mostly-false,false,"['mostly-false', 'false']",2,True,3
"""Two thirds to three quarters of people without [health] insurance in Rhode Island work.""",half-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,3
"Says an appointed board created under Obamacare ""will have the ability to come between you and your doctor in determining the best treatment options for you!""",false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,3
