statement,true_verdict,predicted_verdict,prediction_set,set_size,is_covered,trial
"Of 1 million green cards issued a year, ""almost none of those green cards are based on job skills or demonstrated economic needs.""",mostly-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,False,6
"""State economic development dollars were used to support a project where goods were manufactured in China.""",false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"Speaking of the financial crisis that gained traction in 2007, ""I talked about it to anyone who would listen, a crisis is coming.""",true,true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""Inequality in Texas is steadily getting worse, with very few rich people, a great many poor people, and fewer and fewer in the middle.""",mostly-true,half-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""Under three years of my administration, net farm income has already gone up nearly 50%.""",mostly-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,False,6
"Under a bill before the legislature, ""you’d have to go to court to fire an employee.""",false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""There are no earmarks"" in the stimulus bill.",false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,6
"""Since 1973, the income of the bottom 90 percent, so pretty much all of us, didn’t budge, or even retreated a little bit.""",half-true,half-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""The Congressional Budget Office has this economic model where they measure the economy going forward, and they are now telling us that the entire economy crashes in the year 2037 because their computer simulation can't conceive of any way in which the U.S. economy can continue.""",half-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,6
"Says Virginia economic development officials ""decided they didn’t want to bid on"" his company's electric automobile plant.",false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"She ""led the fight to stop health insurance rate hikes and saved Rhode Island families over $150 million.""",half-true,half-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
Raising the national minimum wage to $15 per hour “would destroy up to 3.7 million jobs.”,false,false,"['mostly-false', 'false', 'pants-fire']",3,True,6
"""We lost more jobs in this great recession than the last four recessions combined.""",true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"If today's economy was rebounding at the rate of the ""Reagan recovery,"" it would have created the equivalent of 25 million new jobs and raised federal revenue by $800 billion a year.",half-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,6
"Under Republican economic policies, ""the typical American family saw their incomes fall by about 6 percent.""",half-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""If we kept (the minimum wage) indexed to inflation, people would be making $20 an hour right now.”",false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"All 28 members of NATO have ""pledged to spend at least 2 percent of their economy on defense. But only three countries do -- Britain, Greece and us.""",mostly-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,6
"A recent study of a proposed cap-and-trade policy’s effect on Wisconsin consumers showed it could ""raise gasoline prices by 141 percent and electricity rates by 171 percent"" by 2030.",mostly-false,false,"['mostly-false', 'false', 'pants-fire']",3,True,6
Says Joe Biden repeatedly told Americans he's going to raise their taxes.,false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,6
"The oceans ""have become 30 percent more acidic.""",mostly-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,6
"""Although we have twice the population of Greece, the state of Florida employs three times fewer government employees.""",half-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"Ben Bernanke has been the most ""inflationary"" chairman in the history of the Federal Reserve.",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,6
"""We have provided at least 16 tax cuts to small businesses.""",mostly-true,half-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""More people have been put on food stamps by Barack Obama than any president in American history.""",half-true,false,"['mostly-false', 'false', 'pants-fire']",3,False,6
"Says Lee Fisher ""wanted a $1.1 billion tax increase which could have driven countless jobs out of state.""",half-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"Says Congress gave Wall Street ""trillions of dollars of zero interest loans.""",half-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"“Even after accounting for rising prices, the typical American family has more money in their pockets than they did last year.”",mostly-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,6
"Because of its higher minimum wage, New York State is ""already showing signs of various companies picking up and leaving.""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,6
"“Gasoline prices have collapsed under President Trump.""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,6
"Says he and Bernie Sanders have ""very similar"" views on trade",mostly-true,false,"['mostly-false', 'false', 'pants-fire']",3,False,6
"""Two-thirds of the people who start out in minimum wage are above the minimum wage within a year.""",half-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,6
"The Milwaukee Bucks are ""actually younger than the Marquette team.""",false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,6
"“It wasn’t all women that lost jobs (in the December jobs report), it was mostly Black and Latina women. In fact, white women gained employment.”",true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,False,6
"""Over 3 million Americans are employed in the growing green-collar workforce,"" which is more than the number ""of people working in the fossil fuel industry.""",true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""Under Governor Crist, 3,000 teachers laid off.""",mostly-false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"Stabilizing the recent financial crisis ""will cost less than 1 percent of GDP,"" which is less than the 2.5 percent to fix the savings and loan crisis of the 1980s.",half-true,half-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"Under Charlie Crist, Florida lost 825,000 jobs and the unemployment rate increased from 3.5 percent to 11.1 percent.",half-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""The music industry is the biggest export from Africa after oil and gas.""",false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,6
"""The black unemployment rate (has) increased since the recovery has begun.""",true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""Thanks to President Trump and Republicans over the past year through July, U.S. manufacturing added 327,000 jobs, the most of any 12-month period since April 1995, when the figure added a healthy 345,000 positions.""",mostly-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""Sen. McConnell offered a fully paid two-month extension of unemployment insurance.""",true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"During the lead-up to the American Revolutionary War, ""some guy in Boston got his head blown off because he tried to secretly raise the tax on tea.""",pants-fire,false,"['mostly-false', 'false', 'pants-fire']",3,True,6
"Says Scott Walker ""gave $6 million in tax breaks to a corporation and told them that they can keep that money even if they lay off half their workforce.""",half-true,half-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""The typical white male worker in this country is making in real terms what he was making in 1973"" and ""the average worker is making what they were making in 1996.""",mostly-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,6
"""For the first time in history, most new hires of prime working age are minorities and women.""",half-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,6
"""We doubled the size of the company (Hewlett-Packard).""",mostly-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,6
"A $5,000 stimulus loan is available.",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,6
"""Job creation fell by 70 percent in Wisconsin in 2016"" under Scott Walker.",mostly-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,6
"Peter Kilmartin voted for the 38 Studios loan guarantee and his State House job was to ""twist [legislator’s] arms to vote for deals like this.""",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,6
"""A case before Washington’s Supreme Court seeks to effectively end public labor unions.""",false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""In 2001 and '02 . . . we had the pension system funded at (the) 100% level in that year, and we did for two years at that point.""",false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,6
"McCain economic adviser Phil Gramm is ""the architect of some of the deregulation in Washington that helped cause the mess on Wall Street.""",half-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"The stimulus bill includes ""$300,000 for a sculpture garden in Miami.""",pants-fire,false,"['mostly-false', 'false', 'pants-fire']",3,True,6
"Says the national debt and President Barack Obama's ""refusal to control spending led to our nation's credit rating being downgraded for the first time in history.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,6
"""The number of new businesses started per year has dropped by 100,000 during this president’s term.""",half-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""By the time I left"" the State Department, ""economic growth was up and opium production was down"" in Afghanistan, while ""infant mortality declined"" and school enrollment rose by more than sevenfold.",mostly-true,half-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""Biden wants to end Shareholder Capitalism.. that's your 401k..your pensions.. your retirement.. are you voting for that???""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,6
"""If your employer is mandating any pokes, do not quit. Make them fire you. That way you get unemployment benefits.""",false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,6
"“During Biden’s first 30 months in office, just 2.1 million new jobs were created, and by contrast, during my first 30 months in office we created 4.9 million new jobs.”",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,6
"The U.S. economy ""is three times as big as China's.""",mostly-true,false,"['mostly-false', 'false', 'pants-fire']",3,False,6
"""We've already lost $500 million in economic impact"" from HB2 fallout in North Carolina.",false,mostly-false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""Our economy actually shrank during the last three months of 2012.""",true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"Children born today will carry a $30,000 share of the national debt.",true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,False,6
"Declining cargo traffic at U.S. ports “means we lose less money. … When you say it's slowed down, that's a good thing.”",false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,6
"""I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities.""",true,true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,6
"Says that in 2009, Jon Huntsman ""said that the Recovery Act wasn't large enough and as governor he asked for $14.4 billion in federal stimulus funds. Now he's saying that he never supported it.""",half-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""Since the governor took office, Oregon’s unemployment rate has dropped to its lowest point in three years.""",half-true,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
Says opponent Eric Hovde “opposes efforts to negotiate with the big pharmaceutical companies to lower the price of prescription drugs.”,mostly-false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""Since ObamaCare and the stimulus passed, the unemployment rate in the U.S. has increased.""",false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,6
"Countries with a higher minimum wage than the United States’ $7.25 an hour include Denmark at $21, Australia at $15.81, Germany at $11 and France at $12.35.",half-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"Gov. Bill Haslam is ""making our Economic Development department Sharia compliant"" by hiring a woman ""who specializes in Sharia compliance. That’s what her job is.""",pants-fire,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,6
"""When I was your governor, we reduced insurance rates by 10%.""",mostly-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
Federal law requires residents to participate in the U.S. government’s American Community Survey.,mostly-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""The small cell bill is expected to create more than 20,000 jobs and attract $2 billion in capital investment, resulting in nearly $4 billion in economic growth over the next few years.""",half-true,half-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""Twenty-five or 24 million people"" are ""out of work or stopped looking for work.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,6
"Tariffs are ""paid for mostly by China, by the way, not by us.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,6
"""We’re. . . keeping and creating jobs in our state. From American Greetings, to Wendy’s, to Diebold, we’ve gone to their doorsteps to keep jobs right here in Ohio.""",true,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,6
"""We've got more revenue than we ever have.""",false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""We’re not even remotely close to a point to say that we’re at rising inflation.""",half-true,half-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"A ""legacy of taxing and borrowing … crippled the economy we inherited two years ago.""",false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,6
"""Most Americans don’t own stocks.""",half-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,6
"""Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people.""",half-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"President Barack Obama deserves to be called ""the most successful food stamp president in American history"" because ""47 million Americans are on food stamps.""",half-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,6
"""The Tax Foundation figures Rhode Island as the 10th highest state for state and local tax burden per capita in the country. We're the 6th worst in the country for the business tax index. We're the 3rd highest per capita in the country for all taxes.""",mostly-false,half-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""The top 1/10th of 1 percent today in America owns almost as much wealth as the bottom 90 percent.""",mostly-true,true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,6
"During the Reagan administration, ""Millions of people were thrown out of work.""",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,6
"""Most of the jobs that we lost were lost before the economic policies we put in place had any effect.""",true,half-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"Florida's revenue ""is growing at a faster rate than almost any state in the country.""",mostly-false,half-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"“When you have unemployment below 4% and inflation above 4%, recession always follows within two years.”",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,6
The federal government could save $500 million annually by circulating $1 coins instead of $1 bills.,half-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""Our unemployment rate is now lower than it was before the financial crisis.""",mostly-true,true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"Says ""If Oregon’s Legislature simply authorizes $450 million for the CRC, it will … leave Oregon holding the bag for a great deal more cost responsibility.""",false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
Giant companies like Toyota will not locate in a state that has not passed a right-to-work law,false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,6
"""Eighty percent of all U.S. communities depend solely on trucks to deliver and supply the products sold in stores or ordered online.""",mostly-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,False,6
"Oregon’s ""three largest employers, and 13 of the top 25, are health care providers.""",false,mostly-false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""The United States still ranks 20th in the world in access to broadband -- over 50 percent below the best nations.""",half-true,half-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""Our businesses have created nearly twice as many jobs in this recovery as they had at the same point in the last recovery, when there was no Obamacare.""",half-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
Says President Barack Obama thinks Americans are lazy.,mostly-false,false,"['false', 'pants-fire']",2,False,6
"""Virginia now is the number one exporter of (agricultural) products to Cuba. We have now jumped to number one.""",true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"The United States is ""seeing greater income inequality now than any time since the 1920s.""",true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""The (Ohio) economy is on the mend. … It is in better shape than it was when we took office.""",half-true,half-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"Says that in 2011, Oregon had ""the second fastest growing economy in the nation.""",true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""The senior senator from Arizona (John McCain) said he couldn't support repealing 'don't ask, don't tell' because of the economy.""",half-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""We're up 123,000 jobs over the last year and three-quarters. We're actually, according to the Bureau of Labor statistics, down 500 ... auto jobs in Ohio.""",mostly-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,6
"""The CBO, the Congressional Budget Office has said that Obamacare will kill 800,000 jobs.""",mostly-false,false,"['false', 'pants-fire']",2,False,6
"""We are last in the nation in startups — 50th.""",true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""Senator Chris Dodd, chairman of the Senate Banking Committee, placed an amendment in the ‘stimulus’ bill that allowed for banks bailed out with taxpayer money — including AIG — to hand out huge bonuses.""",half-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"Food “costs 40%, 50%, 60% more than it did just a few years ago.”",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,6
"""92 percent"" of President Barack Obama's administration has ""never worked outside government.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,6
"Says Republican U.S. Senate candidate Tommy Thompson ""supports massive tax cuts for corporations that outsource Wisconsin jobs.""",half-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""The latest unemployment numbers have shown that nearly 315,000 Americans have simply given up hope when it comes to finding a job.""",false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""Thirty percent of [Sheldon Whitehouse' campaign] money is coming from special interests.""",mostly-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,False,6
"(Since 1990) ""every continent has seen substantial gains, with individual incomes growing by more than a third in every region of the developing world.""",mostly-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""The Florida Legislature raised taxes and fees by almost $2 billion"" in the 2009 session.",true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
“82% of Americans...would experience a tax increase if Biden were elected.”,false,false,"['mostly-false', 'false', 'pants-fire']",3,True,6
Cobb County businesses have already been awarded contracts worth $250 million on construction of a new Braves stadium.,mostly-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"When Obama took office ""the economy of the United States was actually shrinking for the first time in about 70 years.""",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,6
"""Thanks to Washington, nearly everyone will pay more in taxes in 2013. Somehow people think it's just the wealthy. It's not.""",half-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,6
"""The Walton family, which owns Wal-Mart, controls a fortune equal to the wealth of the bottom 42 percent of Americans combined.""",true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"Discretionary spending has ""increased over 20-some percent in two years if you don’t include the stimulus. If you put in the stimulus, it’s over 80 percent.""",half-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
All the talk about socialism during the campaign made young people more interested in it by Election Day.,false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"Says it’s a ""statistical reality that most single moms are very poor, under-educated, can't get a job, and if it weren't for government assistance, their kids would be starving to death.""",mostly-false,false,"['false', 'pants-fire']",2,False,6
Inflation “was 9% when I came to office.”,false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""You look at today, only half the 30-year-olds are doing better than their parents were at age 30. When I was being raised, it was 90%.""",mostly-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,6
"""We're destroying more businesses in the United States now than are being created for the first time in our history.""",half-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""We are now eighth in the nation in job creation . . . we are No. 1 in the Midwest.""",mostly-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""The top one-tenth of 1 percent now owns almost as much wealth as the bottom 90 percent.""",mostly-true,true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,6
Says Travis County's unemployment rate is below the national average while its poverty rate exceeds the national average--and local poverty is rising.,mostly-true,half-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
“The average American worker has already seen a $500 wage increase this year.”,half-true,false,"['mostly-false', 'false', 'pants-fire']",3,False,6
"Says in 1944 ""we were in debt more than twice as much as we are now.""",false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,6
"""There haven't been tax cuts for the rich"" in Rhode Island.",false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,6
"The Obama administration ""was successful in rushing a massive spending bill through Congress in just two days — after which it sat on the president's desk for three days, while he was away on vacation.""",false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""If you're born poor, you're more likely to stay poor than any time in American history.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,6
"""In total, we have added nearly 75,000 private sector jobs in New Jersey since we took office in January 2010.""",true,half-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
Says local Texas chambers of commerce were granted exemptions from paying property taxes on their headquarter properties.,true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"Russia ""has an economy the size of Italy.""",mostly-true,false,"['mostly-false', 'false', 'pants-fire']",3,False,6
"""Every time we've increased the minimum wage, we've seen a growth in jobs.""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,6
"""The White House promised us that all the spending would keep unemployment under 8 percent.""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,6
"""The American economy is continuing its longest monthly streak of job growth in history, with 3.9 million jobs added since President Trump was elected.""",true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""The median income in America has dropped by 10 percent in the last four years.""",half-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,6
"The United States' regulations ""are among the most difficult in the world.""",false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"Says Lloyd Doggett voted for the health care, stimulus and cap-and-trade bills.",true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""The auditor [for the city of Providence] was not locked out"" of access to the city's finances.",mostly-false,mostly-false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"“The nation reported adding 194,000 jobs in September, and Florida accounted for 84,500.”",half-true,true,"['true', 'mostly-true', 'half-true']",3,True,6
"""Latinos are 17 percent of our country's population but hold only 2 percent of its wealth.""",true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
The U.S. is “taking in almost $2 billion a day in tariffs.”,false,false,"['mostly-false', 'false', 'pants-fire']",3,True,6
"""Two years after the worst recession most of us have ever known ... corporate profits are up.""",true,half-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""The income of the top 1 percent nearly quadrupled from 1979 to 2007, but the typical family’s incomes barely budged.""",true,true,"['true', 'mostly-true', 'half-true', 'mostly-false']",4,True,6
A $15-per-hour minimum wage would raise the price of a Taco Bell burrito to $38.,false,false,"['false', 'pants-fire']",2,True,6
"Under President George W. Bush, the U.S. had ""52 months of ... uninterrupted job creation"" and ""revenues were at an all-time high in 2007.""",mostly-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""Fireworks have never been safer, and their use continues to increase each year.""",true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,False,6
"“In April last year, our state unemployment rate hit a record low of 2.4%. Last year, Wisconsin had an all-time lowest number of unemployed workers ever in modern history.”",true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""In the United States, if there was equal participation of women in the labor market, GDP would be up by 5 percent.""",half-true,half-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""We are already almost halfway to our 2010 goal of creating 700,000 new jobs in seven years.""",mostly-false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""From 2000-10, U.S. manufacturing employment shrank by a third after holding steady for 30 years.""",mostly-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"""Harry Reid says he does more for Nevada. He's done more for unemployment. We were at 4.4 percent. Now we're at 14 percent. He's done more for the foreclosure rate. We have the highest foreclosure rate in the nation. He's done more for bankruptcy. We have the highest bankruptcy rate in the nation.""",half-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,6
"""We’re no longer the wealthiest middle class in the world.""",mostly-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"Since President Barack Obama took office, ""2 million more Americans are out of work.""",half-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,6
"""We've seen six months of positive job growth by the private sector.""",true,true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,6
"""We spend less than 2 percent more every year. That is the lowest increase in spending since they have been keeping numbers.""",true,mostly-false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"New York has ""the biggest outmigration of citizens of any state.""",mostly-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,6
"Milwaukee’s problems include ""52 percent black male unemployment.""",false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,6
"Florida's economy ""became a bad economy ... because of a huge spike in oil prices in the summer of 2008.""",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,6
