statement,avg_set_size,std_set_size,num_trials,coverage_rate,true_verdict
"""New Jersey has the second highest rate of institutionalization"" of people with developmental disabilities ""in America. Only Texas puts more of its citizens -- confines more of its citizens -- to institutions than New Jersey. """,5.6938775510204085,0.465657314657332,49,1.0,mostly-true
"""New Jersey's poverty rate has increased since this governor took office and the number of New Jerseyans without health insurance has risen.""",6.0,0.0,41,1.0,half-true
"""Ninety percent of Texans say they do not want the nursing homes to close. It polls higher than anything else.""",6.0,0.0,44,1.0,mostly-true
"""Ninety-eight percent of the American people will not see their taxes go up"" due to the House health care bill.",6.0,0.0,57,1.0,mostly-false
"""Ninety-five percent of Oregonians now have health insurance coverage, tens of thousands for the very first time.""",5.0,0.0,50,1.0,true
"""No Republicans voted for"" recent hikes in the income tax, payroll tax, capital gains tax, dividend tax and estate tax. ""These taxes were all passed under … Obamacare.""",5.170212765957447,0.3798826441307216,47,1.0,pants-fire
"""No doctors who went to an American medical school will be accepting Obamacare.""",4.595238095238095,0.49679577241454687,42,1.0,pants-fire
"""No family earns too much to qualify"" for Oregon Healthy Kids program.",6.0,0.0,50,1.0,mostly-true
"""No one beta-tested"" healthcare.gov.",6.0,0.0,51,1.0,mostly-true
"""No one thought we could get a bipartisan bill (Medicaid) passed. We did in the Florida Senate.""",5.018518518518518,0.13608276348795428,54,1.0,false
"""Nobody dies because they don’t have access to health care.""",5.0,0.0,51,1.0,pants-fire
"""Nobody has been talking about it (Medicaid fraud), focused on it, or paying attention to it.""",6.0,0.0,52,1.0,false
"""Nobody on Medicaid"" will have their benefits taken away.",5.980392156862745,0.14002800840280089,51,1.0,false
"""Nonpartisan government analysts say Obamacare will cost our economy up to 2.5 million jobs.""",5.0,0.0,50,1.0,mostly-false
"""Not one dime of the tax cut that they are going to enact with the repeal of Obamacare will go to people who make under $200,000.""",6.0,0.0,50,1.0,mostly-false
"""Nothing in any of the Democrat bills would require individuals to verify their citizenship or identity prior to receiving taxpayer-subsidized benefits.""",6.0,0.0,56,1.0,half-true
"""Now it’s official: FDA announced that vaccines are causing autism.""",2.2127659574468086,0.4136880894317001,47,1.0,pants-fire
"""Obama put a 10 percent tax on tanning.""",6.0,0.0,44,1.0,true
"""Obama, instead of nominating a health professional, he nominated someone who is an anti-gun activist (for surgeon general).""",6.0,0.0,47,1.0,false
"""ObamaCare enrollment lie: Obama counts an enrollee as a web user putting a plan in ‘their online shopping carts.’""",6.0,0.0,49,1.0,false
"""ObamaCare will use your tax dollars to provide free Viagra to convicted rapists and registered sex offenders.""",3.0,0.0,52,0.0,half-true
"""Obamacare (hit) Americans with over $500 billion in new taxes.""",6.0,0.0,53,1.0,half-true
"""Obamacare ... will kill jobs across America.""",5.0,0.0,62,1.0,false
"""Obamacare Medical Codes Confirm: Execution by Beheading To Be Implemented in America.""",2.0,0.0,51,1.0,pants-fire
"""Obamacare adds trillions to our deficits and to our national debt.""",6.0,0.0,39,1.0,false
"""Obamacare could cause 20 million people to lose their current coverage.""",6.0,0.0,58,1.0,mostly-false
"""Obamacare could force thousands of volunteer fire stations to cut service or close entirely!""",6.0,0.0,43,1.0,half-true
"""Obamacare covers 24 million fewer people than it was expected to, and the projected price tag has more than doubled at $2 trillion.""",6.0,0.0,42,1.0,mostly-false
"""Obamacare cuts $500 billion in future Medicare funding in order to fund the new constitutionally questionable government mandate, even going so far as to scuttle Medicare's most popular (and successful) part, Medicare Advantage.""",6.0,0.0,55,1.0,half-true
"""Obamacare has caused millions of full-time jobs to become part-time.""",6.0,0.0,60,1.0,half-true
"""Obamacare has failed.""",6.0,0.0,36,1.0,mostly-false
"""Obamacare is . . . the largest tax increase in the history of the world.""",5.0,0.0,53,1.0,pants-fire
"""Obamacare is going to increase the divorce rate.""",5.0,0.0,47,1.0,false
"""Obamacare is so flat-out unpopular, that even the Obama administration chose to reject part of Obamacare last Friday, when they tried to throw out the CLASS Act, which is the long-term care function.""",6.0,0.0,44,1.0,mostly-false
"""Obamacare isn't helping anyone.""",6.0,0.0,54,1.0,pants-fire
"""Obamacare passed by just one vote in the Senate. It wouldn’t have passed without Mark Warner’s vote.""",6.0,0.0,50,1.0,mostly-true
"""Obamacare premiums have doubled"" in Wisconsin.",6.0,0.0,49,1.0,half-true
"""Obamacare premiums nationwide have increased by double and triple digits.""",6.0,0.0,49,1.0,half-true
"""Obamacare raised premiums by 100 percent and after that 91 percent of the people were covered, but we’re all paying 100 percent more.""",6.0,0.0,55,1.0,false
"""Obamacare takes $500 billion out of Medicare and funds Obamacare.""",6.0,0.0,51,1.0,half-true
"""Obamacare was patterned after (Mitt Romney's) plan in Massachusetts.""",5.0,0.0,42,1.0,true
"""Obamacare will drive 2.5 million Americans out of the workforce.""",5.235294117647059,0.42840332837725,51,1.0,mostly-false
"""Obamacare will mean 2.1 million fewer jobs by 2021.""",6.0,0.0,55,1.0,half-true
"""Obamacare will question your sex life.""",4.0,0.0,48,1.0,pants-fire
"""Obamacare … carries on even under a government shutdown.""",5.081632653061225,0.27664166758624414,49,1.0,mostly-true
"""Obamacare … means that for up to 20 million Americans, they will lose the insurance they currently have, the insurance that they like and they want to keep.""",6.0,0.0,47,1.0,false
"""Obamacare"" is the ""biggest tax increase in American history.""",6.0,0.0,46,1.0,false
"""Obamacare"" represents ""the largest tax increase in the history of the world.""",6.0,0.0,46,1.0,pants-fire
"""Obesity kills 34 children per hour.""",6.0,0.0,51,1.0,pants-fire
"""October 2013, Obama shut down the government for 16 days to force Obamacare.""",5.0,0.0,43,1.0,half-true
"""Of the 25 wealthiest nations, we're the only one that doesn't provide basic health coverage.""",5.0,0.0,51,1.0,true
"""Ohio companies export more goods and services globally than 41 other states.""",5.0,0.0,47,1.0,true
"""Ohioans can expect to pay up to 41 percent more for their insurance premiums when Obamacare takes effect next year.""",6.0,0.0,38,1.0,half-true
"""On day one, six people were able to sign up"" for health insurance through the federal marketplace.",5.0,0.0,57,1.0,mostly-true
"""One in every five families in the state of New Jersey has a loved one with a mental illness, a serious mental illness, and today, we don’t care.""",5.0,0.0,53,1.0,true
"""One in four Texans lacks health insurance, the highest proportion in the nation.""",5.0,0.0,44,1.0,true
"""One in six Texans don’t have health care. We’re the most uninsured state in the U.S.""",4.0,0.0,58,1.0,mostly-true
"""One in three people who’s receiving treatment for (opioid) drug problems gets some help from Medicaid to pay for that.""",5.0,0.0,44,1.0,mostly-true
"""One of the most recent polls said 75 percent of the American people have said either don't do anything or start over (on health care reform).""",6.0,0.0,51,1.0,mostly-true
"""One of three patients hospitalized (is) harmed by the care they receive.""",5.0,0.0,47,1.0,mostly-true
"""One out of 4 diabetes patients in our country cannot afford their insulin.""",5.0,0.0,49,1.0,mostly-true
"""One out of five Americans cannot afford the cost of prescription drugs.""",4.625,0.48850421045919723,56,1.0,mostly-true
"""One person, Kathleen Sebelius, was going to determine whether or not"" 10-year-old lung patient Sarah Murnaghan would live or die.",6.0,0.0,45,1.0,mostly-false
"""One thing that is much more unpopular than the Affordable Care Act is repealing the Affordable Care Act.""",6.0,0.0,48,1.0,mostly-true
"""One-third of the counties — think of it, one-third — only have one insurer left"" on the Affordable Care Act exchanges.",6.0,0.0,42,1.0,true
"""One-third of the health care dollar goes to no such thing as health care; it goes to the insurance companies.""",5.6938775510204085,0.46565731465733207,49,1.0,false
"""Only 14 percent of Americans were able to keep these individual market plans for two years"" before Obamacare became law.",5.0,0.0,49,1.0,half-true
"""Only 2 percent of public high schools in the country offer PE classes.""",5.222222222222222,0.42043748259126074,45,1.0,false
"""Only 536 Georgians are signed up for Obamacare while 400,000 in the state lost their health insurance.""",6.0,0.0,35,1.0,half-true
"""Only the State of New York spends more money on Medicaid than the State of New Jersey.""",6.0,0.0,45,1.0,false
"""Only three in 10 Texas doctors are currently accepting new Medicaid patients.""",6.0,0.0,43,1.0,mostly-false
"""Oregon is the only state out of the 50 states in the USA that continues to pay 100% of the medical benefits for its employees and their families.""",6.0,0.0,44,1.0,false
"""Originally, Democrats promised that if you liked your health care plan, you could keep it. One year later we know that you need a waiver to keep your plan.""",6.0,0.0,47,1.0,mostly-false
"""Our businesses have created jobs every single month since (Obamacare) became law.""",5.0,0.0,51,1.0,true
"""Our new (health care) plans are up to 60% less expensive and better"" than Obamacare.",5.0,0.0,54,1.0,mostly-false
"""Over 214,000 doctors opt out of Obamacare exchanges.""",5.769230769230769,0.425435629811517,52,1.0,false
"""Over 300K home owner suicides attributed to foreclosures.""",6.0,0.0,51,1.0,pants-fire
"""Over 70% of the people support Roe v. Wade. Over 90% of the people support funding for Planned Parenthood and making sure women can get the health care they need.""",5.0,0.0,46,1.0,half-true
"""Over 73% of all donations raised (from the ALS Ice Bucket Challenge) are going to fundraising, overhead, executive salaries, and external donations.""",6.0,0.0,49,1.0,pants-fire
"""Over 81 percent of the babies that are born at LBJ Hospital right here in Houston are born of women who are not here legally.""",6.0,0.0,45,1.0,false
"""Over half of the young people"" in medical, dental and law schools are women.",5.0,0.0,41,1.0,false
"""Over the last six years, the state of Illinois spent about $320 million on illegal immigrants.""",6.0,0.0,43,1.0,true
"""Over the past decade, drug prices have risen at three times the rate of inflation.""",5.0,0.0,49,1.0,half-true
"""PHARMACEUTICAL COMPANIES that manufacture vaccines have IMMUNITY FROM PROSECUTION!""",5.760869565217392,0.43126597148888446,46,1.0,mostly-false
"""Pat Morrisey joined a federal lawsuit to allow insurance companies to deny coverage for people with pre-existing conditions.""",5.0,0.0,52,1.0,mostly-true
"""People come here to have babies. They come here to drop a child. It's called 'drop and leave.""",6.0,0.0,41,1.0,half-true
"""People show up in the emergency room with a sprained ankle, 25 percent get an opioid prescription.""",4.0638297872340425,0.24709224814516542,47,1.0,mostly-true
"""People want the minimum wage, they want marriage equality, they want women’s health care. There’s issues that actually that really do matter, social issues that matter to the people of this state. So I know Barbara would support those issues, I know the governor hasn’t. You’ve seen the actions he’s taken on them.""",4.0,0.0,47,1.0,mostly-true
"""People with pre-existing mental health conditions have access to firearms and not health care.""",5.0,0.0,55,1.0,half-true
"""Pfizer CEO says it’s their dream to reduce the population by 50% in 2023.”",2.0,0.0,55,1.0,pants-fire
"""Pfizer tries to hide 2.4K full-time hires handling vax injuries.""",5.0,0.0,47,1.0,mostly-false
"""Planned Parenthood is the biggest abortion provider in the country.""",5.022222222222222,0.1490711984999859,45,1.0,true
"""Polls show Americans are overwhelmingly opposed to Obamacare, especially the individual mandate.""",6.0,0.0,61,1.0,mostly-true
"""Polls show that Floridians don't want to repeal the Affordable Care Act.""",6.0,0.0,54,1.0,mostly-false
"""Pre-existing conditions are covered under my (health care) plan.""",6.0,0.0,46,1.0,mostly-false
"""Pregnant women who stand for five to six hours at a time increase their risk of pre-term pregnancy by 80 percent.""",6.0,0.0,52,1.0,mostly-false
"""Prescription drug companies are charging Americans prices that are on average 4x higher than what's charged in other countries.""",4.0,0.0,50,1.0,mostly-true
"""President Barack Obama (is) the first president in history to cut Medicare by $700 billion.""",6.0,0.0,47,1.0,half-true
"""President Donald Trump even referred to one of (Kevin) Cramer’s health care repeal bills as 'mean' because the bill gutted protections for North Dakotans with preexisting conditions.""",4.051724137931035,0.2234037956221126,58,1.0,mostly-true
"""President Obama . . . wants to mandate circumcision.""",5.0,0.0,54,1.0,pants-fire
"""President Obama campaigned on a promise to put reproductive health care at the center of his reform plan.""",3.215686274509804,0.4153902016271485,51,1.0,true
"""President Obama has broken his pledge to the American people to be transparent throughout (health care reform negotiations).""",6.0,0.0,57,1.0,true
"""President Obama has worked to change Medicare for the worse"" by ""creating an unelected, unaccountable panel with the power to deny coverage of certain treatments.""",5.159090909090909,0.36998942902446813,44,1.0,mostly-false
"""President Obama's bill won't bring down the costs (of health care) for average Americans -- or really for very few Americans, if any.""",6.0,0.0,46,1.0,false
"""President Trump last month proposed a $6 billion cut in funding to the National Institutes of Health. And thank God our congressmen made a deal last night to not go along with that. They actually increased funding by $2 billion.""",6.0,0.0,43,1.0,mostly-true
"""Preventive care … saves money, for families, for businesses, for government, for everybody.""",2.0,0.0,45,0.0,false
"""Prior to Obamacare here in Wisconsin, 95 percent of Wisconsinites were covered by insurance. After Obamacare, 95 percent of Wisconsinites were covered by insurance. It hasn’t had an impact.""",6.0,0.0,49,1.0,false
"""Private insurance companies in this country spend between 12 and 18 percent on administration costs. The cost of administering the Medicare program, a very popular program that works well for our seniors, is 2 percent. We can save approximately $500 billion a year just in administration costs.""",5.0,0.0,51,1.0,half-true
"""Probably less than 4 percent"" of Wisconsin residents ""are enjoying the subsidies"" from Obamacare.",6.0,0.0,48,1.0,true
"""Protections on pre-existing conditions have been there since the 1970s.""",6.0,0.0,50,1.0,false
"""Rand Paul’s speech ... on 'Gattaca' was totally ripped off of Wikipedia.""",6.0,0.0,45,1.0,true
"""Recent census data shows that the average American family spends over $13,000 a year for health care coverage.""",6.0,0.0,47,1.0,false
"""Remember, Obamacare created a new category of eligibility. Working-age, able-bodied adults with no dependents for the first time became eligible for Medicaid if their income is below 138 percent of the poverty level. We’re going to continue that eligibility. No one loses coverage.""",5.0,0.0,56,1.0,half-true
"""Rep. Jim Renacci’s plan to end Medicare also puts nursing home care for 3,000 seniors in the district in immediate jeopardy.""",6.0,0.0,54,1.0,mostly-false
"""Repealing and replacing Obamacare – that’s going to save $1 trillion over a 10-year period.""",6.0,0.0,55,1.0,false
"""Repealing the Affordable Care Act — and with it, Ohio’s Medicaid expansion — could cost Ohio more than 81,000 jobs, jeopardize nearly 1 million Ohioans’ health care coverage, and leave more than 220,000 Ohioans with mental illness or substance use disorders without insurance.""",4.566037735849057,0.5003627131416442,53,1.0,half-true
"""Republicans have proposed dozens of (health care) solutions designed to help control costs and improve quality.""",6.0,0.0,53,1.0,half-true
"""Republicans would give seniors a (Medicare) voucher that limits what's covered, costing seniors as much as $6,400 more a year.""",6.0,0.0,48,1.0,half-true
"""Rhode Island has the highest percentage of uninsured adults of any state in New England.""",5.0,0.0,48,1.0,mostly-true
"""Rhode Island has the second highest per enrollee (Medicaid) cost of any state in the country, which is 60 percent higher than the national average.""",5.431034482758621,0.49954607344251334,58,1.0,mostly-true
"""Rhode Island will become just the second state to mandate the vaccine … and the only state to do so by regulatory fiat, without public debate, and without consideration from the elected representatives of the people.""",6.0,0.0,53,1.0,half-true
"""Rick Scott vetoed funding for 30 Florida rape crisis centers. Scott said the centers weren’t needed.""",5.017857142857143,0.13363062095621212,56,1.0,mostly-false
"""Rick Scott wants to take us back to the days of insurance companies denying coverage for pre-existing conditions.""",6.0,0.0,50,1.0,mostly-true
"""Right now in Ohio 200,000 people are getting opioid treatment because they have insurance under the Affordable Care Act.""",4.76595744680851,0.42797632794384316,47,1.0,mostly-true
"""Right now we are at 90 percent health insurance covered. That's the highest we've ever been in our country.""",6.0,0.0,52,1.0,true
"""Right now, 1 in 4 Texas women of reproductive age are uninsured, totaling 1.5 million Texas women.""",4.458333333333333,0.5035336128708592,48,1.0,true
"""Right now, China controls 80% of all ingredients and raw materials going into our generic prescription drugs.""",6.0,0.0,50,1.0,mostly-false
"""Right now, the (Congressional Budget Office) says up to 20 million people will lose their insurance as Obamacare goes into effect next year.""",6.0,0.0,57,1.0,false
"""Right to Try"" experimental drug program saved ""thousands and thousands of lives.""",5.0,0.0,48,1.0,false
"""Romney adviser admits Romneycare was blueprint for Obamacare.""",6.0,0.0,51,1.0,mostly-true
"""Romneycare covers abortion, illegal immigrants and has a public option. Obamacare does not.""",6.0,0.0,47,1.0,mostly-false
"""Romneycare has … killed 18,000 Massachusetts jobs.""",6.0,0.0,53,1.0,mostly-false
"""Romneycare sent costs spiraling out of control"" in Massachusetts, ""hiking premiums, squeezing household budgets.""",6.0,0.0,43,1.0,false
"""Romneycare was model for Obamacare.""",5.0,0.0,59,1.0,true
"""Romneycare … is a top-down, government-run health care system.""",5.9772727272727275,0.15075567228888173,44,1.0,mostly-false
"""Ron Johnson is trying to let insurance companies deny coverage to people with pre-existing conditions like cancer, depression, pregnancy, diabetes—or even COVID.”",6.0,0.0,55,1.0,mostly-false
"""Ron Johnson said specifically that he hopes the first steps occur to privatize the"" Veterans Administration.",5.981132075471698,0.13736056394868895,53,1.0,half-true
"""Rosalyn Dance voted against President Obama’s Medicaid expansion.""",6.0,0.0,51,1.0,mostly-false
"""Sadly during the course of the pandemic one-third of our small businesses have closed.""",4.0,0.0,58,1.0,mostly-true
"""Scientists have shown us (that) the greater possibilities, the real science movement, has been with adult stem cell research. It has not been with embryonic.""",6.0,0.0,46,1.0,false
"""Scientists tell us that we could have a cure in 10 years for Alzheimer's"" were it not for ""overzealous regulators, excessive taxation and greedy litigators.""",5.0,0.0,48,1.0,pants-fire
"""Secretly, unbeknownst to members of Congress, over $105 billion was hidden in the Obamacare legislation.""",5.959183673469388,0.19991494790174597,49,1.0,mostly-false
"""Sen. Bob Menendez voted to enact a new tax on the sale of homes of 3.8%.""",6.0,0.0,39,1.0,pants-fire
"""Sen. Hutchison abandoned Republicans and stood with Democrats to ensure health care legislation would pass quickly.""",6.0,0.0,53,1.0,pants-fire
"""Senator McCain would pay for part of his (health care) plan by making drastic cuts in Medicare — $882-billion worth.""",5.196078431372549,0.40097919363165246,51,1.0,false
"""Seniors can be charged five times what anybody else is charged for health care for pre-existing conditions"" under the Republican health care bill.",6.0,0.0,49,1.0,mostly-false
"""Seniors enrolled in Medicare Advantage are going to see an average premium increase between $50 and $90 per month.""",6.0,0.0,45,1.0,mostly-false
"""Seniors will see $500 billion in Medicare cuts to fund Obamacare.""",6.0,0.0,54,1.0,mostly-false
"""Seven out of ten doctors are not taking any new Medicaid patients as lower reimbursement rates make it cost-prohibitive.""",6.0,0.0,53,1.0,mostly-false
"""Seven presidents before (Barack Obama) -- Republicans and Democrats -- tried to expand health care to all Americans.""",5.0,0.0,44,1.0,mostly-true
"""Seventy percent of all Texans are overweight or obese.""",5.0,0.0,50,1.0,mostly-true
"""Seventy percent of all uninsured live in households in which at least one person is working.""",5.0,0.0,52,1.0,true
"""Seventy-three percent of our veterans are graduating from drug courts. By contrast, I think most of the people in the very good drug court program — the graduation rate’s like 53, 55 percent. The point of that is that drug courts are working for veterans.""",5.978260869565218,0.14744195615489708,46,1.0,mostly-true
"""She stood by ground zero workers who sacrificed their health after so many sacrificed their lives and kept standing till this administration took action.""",5.0,0.0,53,1.0,true
"""Since 1981, reconciliation has been used 21 times. Most of it's been used by Republicans.""",5.0638297872340425,0.24709224814516545,47,1.0,true
"""Since I took office, Wisconsin now has the 2nd highest health care quality ranking in the country.""",6.0,0.0,50,1.0,half-true
"""Since the passage of the Affordable Care Act, U.S. health care spending grew at 3.9 percent for the last three years, the lowest growth rate in over 50 years.""",6.0,0.0,41,1.0,half-true
"""Six people in Florida die as a result of (not expanding Medicaid) every day.""",6.0,0.0,51,1.0,half-true
"""Social Security took seven years before anybody got the first check.""",6.0,0.0,50,1.0,mostly-false
"""Some of the Democrats have been talking about ending (coverage for) pre-existing conditions.""",6.0,0.0,49,1.0,pants-fire
"""Speaker Gingrich for 20 years supported a federal individual mandate"" for health insurance.",6.0,0.0,49,1.0,mostly-true
"""Speaker Pelosi's drug pricing plan would siphon $1 trillion or more from biopharmaceutical innovators over the next 10 years. CBO's preliminary estimate found this bill ‘would result in lower spending on research and development and thus reduce the introduction of new drugs.’""",6.0,0.0,52,1.0,mostly-false
"""Starting January 1, 2020, California will tax legal citizens if they don’t have health insurance. Why? The state needs to come up with $98,000,000 to pay for free health insurance for illegal aliens.""",6.0,0.0,46,1.0,half-true
"""States have cumulatively cut over $1.8 billion from their mental health services between 2009 and 2011. This is the largest reduction in state mental health services in half a century.""",5.0,0.0,47,1.0,mostly-true
"""Study proves children’s hearts destroyed by COVID vaccine.""",2.8666666666666667,0.34377582547616437,45,1.0,false
"""Switzerland and the Netherlands . . .  cover all their citizens using private insurers, and they do so for much less cost.""",5.0,0.0,54,1.0,true
"""Taxpayer-funded benefits to illegals"" in California are ""a skyrocketing cost under Obamacare.""",6.0,0.0,56,1.0,false
"""Taxpayers pay for roughly 45 percent of all births in Wisconsin! And 60 percent of the births in Milwaukee!!!""",6.0,0.0,54,1.0,true
"""Ted Cruz tried to ban contraception"" five times.",6.0,0.0,46,1.0,mostly-false
"""Teddy Roosevelt first called for (health care) reform nearly a century ago.""",3.5555555555555554,0.5015698625755192,54,1.0,true
"""Texas has the highest rate of uninsured in the nation. ... And there are more uninsured children in Texas than in any other state.""",4.204081632653061,0.4072055089639778,49,1.0,true
"""Texas is LAST (50th) in spending for mental health care.""",6.0,0.0,52,1.0,mostly-true
"""Texas mothers are dying during childbirth at the highest rates in the nation.""",5.311111111111111,0.468179366473918,45,1.0,mostly-true
"""Texas ranks: #1 in worker deaths, #1 carbon emissions, #50 in high school graduates, #50 in funding for mental health patients.""",6.0,0.0,51,1.0,half-true
"""Thanks to #ObamaCare, average E.R. wait in California is 5 hours.""",6.0,0.0,59,1.0,false
"""The $5 billion website for Obamacare … never worked. Still doesn't work.""",6.0,0.0,43,1.0,false
"""The (health care) law does not demand that all of these cancellations go out.""",5.980392156862745,0.14002800840280089,51,1.0,mostly-false
"""The (health reform) legislation which Washington passed last year has made it more difficult to hire"" because it’s increased costs for employers.",5.963636363636364,0.18891859540615819,55,1.0,mostly-false
"""The Affordable Care Act is bringing the cost of health care in our country down.""",5.0,0.0,55,1.0,half-true
"""The Affordable Care Act is the single largest tax increase in my lifetime.""",6.0,0.0,44,1.0,false
"""The American healthcare system burns 18 percent of our national GDP. Nobody else is close.""",5.2592592592592595,0.442343040499889,54,1.0,true
"""The American people support defunding Obamacare and oppose shutting down the government.""",6.0,0.0,41,1.0,mostly-false
"""The American people will be appalled to learn the health care bill exempts (congressional) leadership and committee staff.""",5.285714285714286,0.4564354645876385,49,1.0,mostly-true
"""The CBO now says the president's health care law will cut the number of full-time jobs in the United States by 2.3 million by 2021.""",6.0,0.0,51,1.0,mostly-false
"""The CBO, the Congressional Budget Office has said that Obamacare will kill 800,000 jobs.""",6.0,0.0,51,1.0,mostly-false
"""The CBO’s latest report confirms what Republicans have been saying for years now. Under Obamacare, millions of hardworking Americans will lose their jobs.""",6.0,0.0,44,1.0,mostly-false
"""The CDC issued a report commissioned by President Obama just earlier this year, and it found some very inconvenient facts. Armed citizens are less likely harmed by attackers. Effectiveness of gun control laws is mixed. Gun buybacks don't work.""",5.0,0.0,58,1.0,half-true
"""The Children's Defense Fund rated McCain as the worst senator in Congress for children.""",6.0,0.0,41,1.0,true
"""The Collins-Nelson bill will not protect pre-existing conditions. It has nothing to do with pre-existing conditions.""",6.0,0.0,54,1.0,mostly-false
"""The Congressional Budget Office most recently came out and analyzed the current (health care) plan and said that it was not only deficit-neutral, but also that over 10 years it would create a $6 billion surplus.""",6.0,0.0,51,1.0,false
"""The Democrat plan would just obliterate Medicare and terminate Medicare Advantage ... seniors who have been paying for this for years (and) will not be taken care of anymore.""",5.0,0.0,57,1.0,false
"""The Democrats are pushing for Universal HealthCare while thousands of people are marching in the UK because their U system is going broke and not working.""",5.0,0.0,54,1.0,mostly-false
"""The Department of Health and Human Services is considering a plan to adopt socialist price controls from foreign countries.""",6.0,0.0,54,1.0,mostly-false
"""The Department of Health and Human Services is providing $160 million to the state of Pennsylvania to set up a new high-risk insurance pool program that would cover any abortion legal in the state.""",6.0,0.0,47,1.0,false
"""The Government Accountability Office estimated (Obamacare) will add to the long-term deficit by $6.2 trillion.""",6.0,0.0,50,1.0,mostly-false
"""The IRS has been specifically forbidden ...  from ever actually pursuing either civil or criminal remedies"" for people who don’t purchase health insurance.",6.0,0.0,51,1.0,mostly-true
"""The IRS is already planning on 19,500 new employees to administer"" Obama’s health care mandate.",6.0,0.0,40,1.0,pants-fire
"""The IRS will have the ability potentially"" to deny or delay health care.",6.0,0.0,58,1.0,mostly-false
"""The New England Journal of Medicine released a survey the week that President Obama signed Obamacare stating that over 30 percent of American physicians would leave the profession if the government took over health care.""",6.0,0.0,55,1.0,false
"""The No. 1 issue that the American people care about is getting America back to work.""",5.777777777777778,0.4196434545311265,54,1.0,true
"""The Obama Administration's own White House Council of Economic Advisers has estimated 4.7 million Americans will lose their jobs if the (health care) bill passes.""",6.0,0.0,52,1.0,false
"""The Obama Health and Human Services Department is planning to compile a federal health record on all U.S. citizens by 2014,"" including ""each individual’s Body Mass Index.""",6.0,0.0,47,1.0,false
"""The Obama administration ... would impose on every Catholic institution, every Jewish institution, every Protestant institution the Obamacare standard of what you have to buy as insurance.""",5.037735849056604,0.1923802475610973,53,1.0,mostly-false
"""The Republicans are proposing to pay for their giant tax cut to the rich by gutting Medicare and Medicaid.""",5.0,0.0,49,1.0,half-true
"""The Republicans have demanded deep cuts in education. They've demanded cuts in cancer research and other research to find cures and treatments to diseases.""",5.0,0.0,57,1.0,mostly-true
"""The Republicans have repeatedly said that they agree with 80 percent of what's in our bill.""",6.0,0.0,52,1.0,mostly-true
"""The Ryan budget gets rid of Medicare in 10 years and turns it into a voucher program.""",6.0,0.0,51,1.0,false
"""The Senate Finance Committee approved a reform proposal that has both Democratic and Republican support.""",4.333333333333333,0.47609522856952335,51,1.0,mostly-false
"""The State of Texas is funding … women’s health services at historically high levels; they just increased their level another $50 million for the next two years.""",5.724137931034483,0.4508511812769289,58,1.0,true
"""The State of Wisconsin thinks you should have to"" wash your hands ""at least 28 times to make one peanut butter-and-jelly sandwich.""",4.04,0.1979486637221574,50,0.04,half-true
"""The Stupak Amendment doesn't just say you can't use your federal insurance subsidy to pay for an abortion, it says, if you're getting a federal subsidy of any kind, you're not allowed to buy an insurance plan that covers abortion even with your own money.""",5.088888888888889,0.28779903201415186,45,1.0,mostly-false
"""The United States Senate — Democrats and Republicans — (voted) to keep our government open.""",4.979591836734694,0.14285714285714277,49,1.0,mostly-false
"""The United States death rate is two-and-a-half times higher for those who do not have a high school education.""",5.0,0.0,47,1.0,true
"""The United States is the ONLY industrialized country without universal healthcare.""",5.0,0.0,45,1.0,true
"""The VA negotiates prescription drug prices. Medicare doesn't do that.""",5.0,0.0,48,1.0,true
"""The White House removed its climate change web page. And the healthcare, civil rights and LGBT sections.""",6.0,0.0,54,1.0,mostly-true
"""The average age of first marijuana use is 12.""",6.0,0.0,52,1.0,false
"""The average cost for health insurance in Florida went from about $600 a month for an individual to about $150 a month.""",6.0,0.0,46,1.0,false
"""The average family in America forks over more of their hard-earned income to their local hospital than to the IRS.”",6.0,0.0,52,1.0,true
"""The average family premium has increased by 29% under Obama!""",6.0,0.0,54,1.0,mostly-true
"""The average life expectancy for African Americans in Saint Louis and Saint Louis County varies by as much as 18 years compared to the white population, with nearly half of all African-American kids under the age of 18 living in poverty.""",3.9782608695652173,0.14744195615489716,46,1.0,mostly-true
"""The average student will be spending $1,700 to $1,800 more during the life of their loan because of this surcharge.""",6.0,0.0,49,1.0,false
"""The benefits that were offered to me as a congressman don’t even compare to the benefits that you get as a state employee. I just experienced that myself. They’re not nearly as good.""",6.0,0.0,51,1.0,half-true
"""The biggest job of the surgeon general is to translate health care and health care needs into plain English.""",2.2222222222222223,0.41964345453112645,54,0.2222222222222222,half-true
"""The bill also provides full federal  funding for abortions…""",6.0,0.0,59,1.0,pants-fire
"""The claim ... that we plan to set up panels of bureaucrats with the power to   kill off senior citizens ... is a lie, plain and simple.""",6.0,0.0,40,1.0,true
"""The cost-saving measures we put into place at Columbia/HCA drove down national health care inflation from 18% to 8% in seven years.""",6.0,0.0,58,1.0,pants-fire
"""The cost-sharing reductions (were) a gift (that) they gave the insurance companies.""",6.0,0.0,53,1.0,mostly-false
"""The costs for families (in the individual market) for the same type of coverage that they're currently receiving would go down 14 percent to 20 percent.""",5.0,0.0,56,1.0,half-true
"""The costs of cancer and all affiliated issues are over $20 billion a year to this state.""",5.976190476190476,0.15430334996209183,42,1.0,true
